"gene_id","C2917WT_MKRN260030422-1A_23M5KWLT4_L1_C2917WT_MKRN260030422-1A_23M5KWLT4_L1","C2893WT_MKRN260030423-1A_23M5KWLT4_L1_C2893WT_MKRN260030423-1A_23M5KWLT4_L1","C2890WT_MKRN260030421-1A_23M5KWLT4_L1_C2890WT_MKRN260030421-1A_23M5KWLT4_L1","M2915WT_MKRN260030426-1A_23M5KWLT4_L1_M2915WT_MKRN260030426-1A_23M5KWLT4_L1","M2916WT_MKRN260030425-1A_23M5KWLT4_L1_M2916WT_MKRN260030425-1A_23M5KWLT4_L1","M2927WT_MKRN260030424-1A_23M5KWLT4_L1_M2927WT_MKRN260030424-1A_23M5KWLT4_L1"
"ENSMUSG00000000001",13.0932036430755,12.9599035722671,13.1503241803642,13.1037742911713,12.7458237877004,12.788131035776
"ENSMUSG00000000028",9.65912715179158,9.95789503949965,10.1302578855195,9.40691346007723,9.9253991697126,10.0524880742052
"ENSMUSG00000000031",15.3097997705392,15.272088743761,14.9240808364974,13.4239837515663,14.9775997588712,14.2739581340396
"ENSMUSG00000000037",6.46761815018978,6.35469075899853,6.53891044117563,6.57692138464273,6.46352083733376,6.37664819413431
"ENSMUSG00000000049",5.18491006459463,5.24633990722894,4.74300583880508,5.02255519579148,5.13984834034447,5.20689693978366
"ENSMUSG00000000056",9.86331698295204,9.62609787117662,9.69362199299772,9.02281963193208,9.12395718495644,9.82247338099095
"ENSMUSG00000000058",11.0750982794927,11.0711224023551,10.992830740019,11.1233292827793,11.4106135562746,10.832630547557
"ENSMUSG00000000078",13.3469001333049,12.5990279995367,12.6934936395287,12.8801947196825,12.6522763654815,12.8388728555973
"ENSMUSG00000000085",9.74899006780062,9.80552174141529,9.73659706750876,9.64389898240185,9.74845408039058,10.1455872627318
"ENSMUSG00000000088",10.4899856837279,10.6144695581819,10.8780294304418,10.4937394607425,10.7447662641588,9.93933166224954
"ENSMUSG00000000093",8.09679827906002,8.45253826385802,8.07811699939069,7.26479228480441,7.60466299244874,7.98138239656295
"ENSMUSG00000000094",5.05608758340566,5.24633990722894,5.01604480744752,5.02255519579148,4.74300583880508,5.27790271481299
"ENSMUSG00000000120",5.61685381727828,5.89830711697148,5.74583774904046,6.56026568346261,5.61962481713429,5.20689693978366
"ENSMUSG00000000125",4.74300583880508,4.74300583880508,5.12856932483005,4.74300583880508,4.74300583880508,4.74300583880508
"ENSMUSG00000000126",8.57308672466427,8.29780546022418,8.20218639169431,7.81284154348649,8.0882608221185,8.21834040508958
"ENSMUSG00000000127",9.77635061893283,9.90804888098626,9.99254057395573,9.70625804034094,10.1098527566571,10.0800619809136
"ENSMUSG00000000131",10.5726923114385,10.8057861916468,10.8985362823471,10.7868744629786,10.4499378465223,11.1535604341401
"ENSMUSG00000000134",11.0321262628283,11.1358941994515,10.6773343216731,10.9524599423238,11.0350071351628,11.2164373683421
"ENSMUSG00000000142",7.6760351483865,7.97953056295405,7.47936820547351,8.21548362342167,7.78502673320177,7.52864328635316
"ENSMUSG00000000148",9.29280207679883,9.38950483312348,9.16177874203788,9.22644623530223,9.31885519638464,9.58056814887875
"ENSMUSG00000000149",11.0597754374321,11.4152547015645,11.1629085609159,11.1376105083768,11.1345481654662,11.4580586670859
"ENSMUSG00000000154",5.36555728445506,5.40637688902222,5.40693626139017,5.86865083885687,5.02405673365555,5.621486505014
"ENSMUSG00000000157",5.43772082854668,5.76445716042653,5.21452782819507,5.69551438750694,5.87442385354323,5.82641336271825
"ENSMUSG00000000159",7.78943596730075,8.51589835326277,7.64419715374266,7.8516849849551,7.99813268533771,7.62893499190748
"ENSMUSG00000000167",5.84692570261757,6.16024102212836,6.22396804684285,6.14235632919275,6.51736923658502,6.18044016255503
"ENSMUSG00000000168",11.1803919272307,10.980558600551,11.1647236358053,11.2696132516564,11.0138203334183,10.7755364222077
"ENSMUSG00000000171",11.6118889346427,11.3875934567293,11.610995673683,11.3431557759024,11.1732820155105,11.130380319713
"ENSMUSG00000000182",5.28318313984139,4.74300583880508,4.74300583880508,4.74300583880508,4.74300583880508,5.01160069428371
"ENSMUSG00000000184",11.7540561932879,12.3419823391773,12.2060876084274,12.7981969116472,12.0987578230366,12.6388322225427
"ENSMUSG00000000194",11.2321894895729,11.4504815243169,11.4099048159373,11.147908748346,11.1617706910945,11.4237587026617
"ENSMUSG00000000197",5.61685381727828,5.30504786117624,5.55267790371672,5.47587617767123,5.6610528934982,5.27790271481299
"ENSMUSG00000000202",5.05608758340566,5.49335596051776,5.12856932483005,4.74300583880508,5.02405673365555,4.74300583880508
"ENSMUSG00000000204",8.50396344525235,6.77576071158552,9.1810765207834,6.97159685874587,9.39084919465643,7.852008003155
"ENSMUSG00000000223",6.29682389536136,6.14075408517662,6.180524763109,6.06763432127667,5.73810855115351,5.94092934753122
"ENSMUSG00000000244",7.11125535181154,7.64834701455195,8.01446554491038,6.92208855942093,7.67231177090485,7.16499372317448
"ENSMUSG00000000247",4.74300583880508,5.30504786117624,5.21452782819507,5.02255519579148,5.30248447122508,4.74300583880508
"ENSMUSG00000000248",5.05608758340566,5.3579275267403,5.45910378862517,5.13773473275569,4.74300583880508,5.01160069428371
"ENSMUSG00000000253",7.74690186353228,8.11553393849611,7.91907724872524,8.21053964804351,7.83162158210293,7.75442256498951
"ENSMUSG00000000266",7.75551272608871,6.89669637786644,7.00897849070757,7.68220879682955,7.30475311776126,7.70295430413416
"ENSMUSG00000000275",11.4927069487773,11.0325175564593,11.3872828696216,10.8040710442391,10.5949210964061,11.1291814939742
"ENSMUSG00000000276",8.59223694572932,8.77202401172928,8.48168953368554,8.58693710856218,8.63800891628211,8.63336859705294
"ENSMUSG00000000278",12.7031805010821,12.4621898345474,12.6009071107756,12.2187247883259,12.2612778851749,12.3752615501616
"ENSMUSG00000000282",10.0105739603661,10.1363695658421,9.87764809327942,9.51442934267383,9.65840482992813,10.4152703833636
"ENSMUSG00000000290",9.88860771838663,10.4644764619931,10.9194725154852,10.2393653165114,10.7845095360314,10.9177208662605
"ENSMUSG00000000295",9.41576131039867,8.82028439036253,9.0215852085743,9.45338519575291,9.35979439675381,8.53128487520264
"ENSMUSG00000000296",7.71191802850928,7.96998055271576,8.01446554491038,7.21510531896115,7.67231177090485,7.65630828137114
"ENSMUSG00000000301",6.98161542913986,7.18757292742926,6.84100920366888,7.36810448965209,7.25600317073342,6.96677936589743
"ENSMUSG00000000303",5.88657609561585,6.21670038402733,6.28612014517381,6.50889446762946,6.8128294228298,6.20167329018691
"ENSMUSG00000000308",4.74300583880508,5.09981451201414,4.74300583880508,5.13773473275569,4.74300583880508,5.12231174203096
"ENSMUSG00000000317",9.08606234161468,9.41412221901381,8.81145290423297,8.11846803810615,8.91987123059869,9.81801295347213
"ENSMUSG00000000318",7.13842931849656,6.57642337558799,6.9156508273548,7.17399790924741,8.16267198863454,6.70600949143515
"ENSMUSG00000000320",6.0957919558528,5.92292794419995,5.59527312610201,5.42253200595447,6.04805742406329,6.0187720999671
"ENSMUSG00000000325",7.50201494023962,7.44069181183599,7.47138842207412,8.02564572697988,7.20543598500633,7.88116225414434
"ENSMUSG00000000326",10.9550804405042,10.9357820683802,10.7740532357129,11.00934293075,11.1475753718769,10.8465577417783
"ENSMUSG00000000339",10.7326395088327,10.5877017974012,10.5207750794847,10.7254480851877,10.6138217579083,10.4540960386112
"ENSMUSG00000000340",9.59199868125802,9.7759983888259,9.96917538484578,10.0015988428466,9.93745821740242,9.64075625998515
"ENSMUSG00000000346",12.8100538733167,12.497943320187,12.3293311133007,12.747044673107,12.4450096889389,12.3808120868691
"ENSMUSG00000000355",9.77426431954045,9.64106576618951,9.63366757264028,9.58061958518321,10.0528021946347,9.1755659763604
"ENSMUSG00000000359",8.22550000657882,8.77746728918015,8.36371125744276,8.1289985886711,8.56964293391526,8.96540720550169
"ENSMUSG00000000365",4.74300583880508,5.24633990722894,5.01604480744752,5.02255519579148,5.13984834034447,5.01160069428371
"ENSMUSG00000000374",9.81339620293017,9.98863388845949,10.0759681220757,10.3292375432612,9.78061248703363,10.4540960386112
"ENSMUSG00000000378",10.542383756313,10.553330128193,10.5507023985949,10.5646508108868,10.6481479398811,10.7374897722054
"ENSMUSG00000000384",10.7283382020672,10.7076270220888,10.7780116371031,10.2644368848681,10.5485222544948,10.7200755232471
"ENSMUSG00000000385",4.74300583880508,4.74300583880508,4.74300583880508,4.74300583880508,4.74300583880508,5.12231174203096
"ENSMUSG00000000386",9.02761425341921,6.54910680558609,8.46992786118973,7.20494523482281,7.76457324529589,7.19377092488234
"ENSMUSG00000000392",9.98735301150808,9.62760168418065,9.8761708091186,8.75533821818649,9.34853883041035,10.0738413572668
"ENSMUSG00000000399",11.1160040482793,11.336150196966,11.2830794137384,11.3515336398792,11.5032152064311,10.8222816446406
"ENSMUSG00000000402",5.99659813201308,5.3579275267403,6.15814198594218,5.22570276440214,5.36756055232602,5.34019718843047
"ENSMUSG00000000409",6.71375762874056,6.44836291155199,7.3545183770526,6.2779764879691,6.69676717753194,6.20167329018691
"ENSMUSG00000000411",4.74300583880508,4.74300583880508,4.74300583880508,5.13773473275569,4.74300583880508,5.01160069428371
"ENSMUSG00000000416",5.80550692917517,6.41795673710104,5.55267790371672,5.89966186525455,5.61962481713429,5.53978942988901
"ENSMUSG00000000420",13.0904838152351,13.3545306076948,13.0633335719437,13.4121522916285,13.3269723437399,13.1621807631332
"ENSMUSG00000000439",9.34719267617012,9.10832615928692,8.87215302642633,8.82783561256271,8.91682194572576,9.04404276358206
"ENSMUSG00000000440",8.36596631550177,7.26140182195189,6.96314210760571,8.36967471625344,7.97467238233934,7.55075351159904
"ENSMUSG00000000441",9.72973892084173,9.76920327437082,9.76241954572607,9.69047902720581,9.15273163161481,9.92971787346919
"ENSMUSG00000000486",7.19118163370548,7.52884123480134,7.85979216768275,7.0766353274495,7.43265980861696,7.52119399408716
"ENSMUSG00000000489",9.44229884699416,10.042588649435,9.91697259857142,8.3607907927443,9.26478793756204,10.402423515832
"ENSMUSG00000000530",8.611133899133,8.44570207504223,8.74806638385949,8.31091256497979,8.63800891628211,9.3236078118448
"ENSMUSG00000000531",9.87699022628256,9.53767426063009,9.34400008433316,9.28370606713394,9.43408126378324,9.40721277313705
"ENSMUSG00000000532",9.42909128009398,9.38950483312348,9.48839267269207,9.12039903980555,9.23575028699553,9.40125745589565
"ENSMUSG00000000538",9.94903317852769,10.2998762116688,10.1450504845808,10.2820818430274,9.7433101356633,10.7461186620409
"ENSMUSG00000000552",9.96923253559678,10.0392044438775,9.35465698590484,9.77602959183947,9.50269031678877,10.0088080294354
"ENSMUSG00000000555",13.3643258949317,13.0473765011114,12.85675756321,13.1860165535288,12.9454822996774,13.9500194277496
"ENSMUSG00000000560",5.18491006459463,5.09981451201414,5.28667642792538,5.13773473275569,5.02405673365555,5.39628124410586
"ENSMUSG00000000561",10.3653183720136,10.5745187913004,10.5935616989714,10.8615208832892,11.2085185382135,10.1131970339457
"ENSMUSG00000000562",5.80550692917517,5.53298299483304,5.71068932404701,5.76887109203559,5.9357555909164,5.12231174203096
"ENSMUSG00000000563",12.8133566059051,12.6727243061477,12.6974691920053,12.6343849103126,12.9944269656813,12.2769393491862
"ENSMUSG00000000567",12.2800035958823,11.50748201742,10.7945192780707,11.1865097634601,11.1675378375524,11.7904471994277
"ENSMUSG00000000568",12.1792361180042,12.2683033922716,12.4661137623343,11.6329573444823,12.6857011942866,11.6867099499429
"ENSMUSG00000000579",7.11125535181154,7.02651451019558,7.08556325038906,7.12078305567458,7.50901042039383,6.92098257464334
"ENSMUSG00000000581",11.4450187765896,11.123170461498,11.2969378562878,11.1625848211019,11.3589065514264,10.6126447900794
"ENSMUSG00000000594",10.6035515998909,11.0245569851869,11.0284887248019,10.6585893592532,11.0620927188542,10.7256392660642
"ENSMUSG00000000600",9.64549301402817,9.72634238911098,9.77832655834348,10.0910858255602,9.92236856802256,9.67733986680608
"ENSMUSG00000000605",9.56085938100374,10.1500293530886,9.80341785029749,10.0311221567352,10.1774941442685,10.1228702688949
"ENSMUSG00000000617",4.74300583880508,4.74300583880508,5.01604480744752,4.74300583880508,4.74300583880508,5.01160069428371
"ENSMUSG00000000627",6.42129479443089,6.17938501856574,6.53891044117563,6.04150096222514,6.02112688695798,6.3584723203692
"ENSMUSG00000000628",11.2577800666228,10.6599661525413,10.5525523893041,10.0015988428466,10.502610150628,11.3298327819759
"ENSMUSG00000000631",10.213530067502,10.5358320503796,10.4805283942437,11.2186190347522,10.1531455453061,10.6780587684569
"ENSMUSG00000000632",5.05608758340566,4.99562832666141,5.12856932483005,5.02255519579148,4.74300583880508,5.12231174203096
"ENSMUSG00000000673",4.74300583880508,5.45130817160655,6.01300459668775,5.29952276896159,5.70046669922024,5.12231174203096
"ENSMUSG00000000682",9.17742714072204,9.48388313880484,10.3673642393221,9.50443349506133,10.749901283375,8.82690538139837
"ENSMUSG00000000686",6.18647423363894,6.60314739513802,6.41925149396117,6.31977347168433,5.52942279769611,5.79544558485071
"ENSMUSG00000000690",9.91346204526512,9.90185036688956,10.0408032637659,9.91526048023165,10.0843235870822,9.61011683249457
