"gene_id","T1579KO_MKRN260030400-1A_23M5KWLT4_L1","T2054WT_MKRN260030401-1A_23M5KWLT4_L2","T2055KO_MKRN260030402-1A_23M5KWLT4_L1","T2498WT_MKRN260030403-1A_23M5KWLT4_L1","T2675KO_MKRN260030405-1A_23M5KWLT4_L1","T2785WT_MKRN260030406-1A_23M5KWLT4_L3","T2552WT_MKRN260030404-1A_23M5KWLT4_LX"
"ENSMUSG00000000001",13.1151308429482,12.9451403198782,13.2044710475053,12.8270367080527,13.2002549985309,12.5601922537384,12.7923967955036
"ENSMUSG00000000003",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.5529253398135
"ENSMUSG00000000028",9.63731564668827,9.10703411525888,9.48941702801753,8.84105845901014,9.55217353447731,9.53792920740044,9.13151013002154
"ENSMUSG00000000031",13.286789276055,13.3494153951226,13.6498252437734,11.0631738401017,13.891895987312,13.6777226104173,11.6834472670343
"ENSMUSG00000000037",6.84002043299702,6.50660816827628,6.84533309453586,7.45224806089671,6.81233374231526,6.39877713157691,7.47155564085463
"ENSMUSG00000000049",6.25358934370314,6.39979454328653,6.50360465511789,6.25358934370314,6.46590557075079,6.71098910274918,6.25358934370314
"ENSMUSG00000000056",8.60554901971913,9.46653687130692,9.05787063244806,9.04433472560001,8.74102815716063,9.10631644833115,8.87085117796475
"ENSMUSG00000000058",10.4875318667908,10.949100544474,10.8658976050759,12.6069984285604,10.9408104450268,10.8204091678672,10.5057929862518
"ENSMUSG00000000078",12.8724447898498,12.7523016363848,13.1725194001558,12.1931154152922,12.9929204441413,11.7233639698004,12.4948573965994
"ENSMUSG00000000085",9.33156123082492,9.02738860696047,9.33515359402847,9.26961986704023,9.32224792603091,9.24377539043297,9.53086296656586
"ENSMUSG00000000088",10.4192595716616,10.4826186036057,10.326864330581,10.5208051429922,10.1818426689112,10.2939860727116,10.2179951507824
"ENSMUSG00000000093",7.17685499131417,7.82335336610298,7.17451653709391,7.45224806089671,7.36070474196696,8.60355841282041,7.62391636705421
"ENSMUSG00000000094",6.25358934370314,6.69071861286598,6.45781097870494,6.25358934370314,6.25358934370314,6.63675509044148,6.25358934370314
"ENSMUSG00000000120",6.72644919497926,6.8694638304096,6.39805607755618,6.58252554987734,6.46590557075079,6.54359893440643,6.5529253398135
"ENSMUSG00000000125",6.25358934370314,6.25358934370314,6.39805607755618,6.48643369428749,6.40378726330072,6.25358934370314,6.91823293800951
"ENSMUSG00000000126",6.98972706962164,8.02477134741211,7.02274976439987,8.03243643546215,6.88603657299492,7.95564175197307,7.27115653016662
"ENSMUSG00000000127",9.14556713908117,9.24815790070819,9.25667729484086,9.23612644210293,9.05164594818552,9.31486960718282,9.60059347268626
"ENSMUSG00000000131",11.1308104800027,10.8395711159776,11.0134156698127,10.834861954825,11.0520009925313,10.9638346384787,10.9165932236242
"ENSMUSG00000000134",10.7909863641646,10.1321903380128,10.7028247964022,12.1226749520445,10.8419677216158,10.0270365705715,10.4073761949932
"ENSMUSG00000000142",8.06439239207155,8.49490566465145,8.2333575200008,9.27433983498752,8.33679448244946,7.79073255655297,9.3210468226083
"ENSMUSG00000000148",8.25988086008578,8.53691203507344,8.06573011504009,8.06789743881305,8.23084391867524,8.98111609551213,8.45221878997673
"ENSMUSG00000000149",11.1737487193324,10.5552923306077,11.2479491060598,10.6554875074768,11.0848503273467,10.4381305152895,10.7701567389486
"ENSMUSG00000000154",6.70462523172187,6.75770715669665,6.68555526507629,6.25358934370314,6.90308382831557,6.75423106706686,6.91823293800951
"ENSMUSG00000000157",6.63141111703176,6.50660816827628,6.66101843616299,6.25358934370314,6.62067275539817,6.50485042794502,6.77022010371656
"ENSMUSG00000000159",7.73066257338828,8.03423926959501,7.67620915388881,6.25358934370314,7.07893260643931,6.77445871970026,7.38572000278263
"ENSMUSG00000000167",6.78640497755112,6.91798576912093,6.82789815933255,7.47229561144065,6.79224600531852,7.29799203909092,6.98041475721478
"ENSMUSG00000000168",10.672123640955,11.0168336971506,10.6834334708165,10.8889903208322,10.6697763595994,11.0214092561712,10.4073761949932
"ENSMUSG00000000171",11.2806135200674,11.5317102270647,11.2847578188741,12.2864011164858,11.212757205133,11.3552370552706,11.6863378062372
"ENSMUSG00000000182",6.57316653081848,6.25358934370314,6.57608986893964,7.90609750754585,6.77134224978183,6.25358934370314,6.72562220123136
"ENSMUSG00000000184",12.0055811007726,11.4502917942213,11.8878838956778,11.9876340450801,11.9405096443651,10.8618389383339,11.4129005598942
"ENSMUSG00000000194",10.7212412189846,10.7769945758403,10.7575594836963,9.10416851267839,10.6325647568831,10.6631418017065,10.489299155528
"ENSMUSG00000000197",6.60352631835531,6.63942658617123,6.63486159458437,6.9462100091526,6.72664927132129,7.42746727128708,7.13923668982585
"ENSMUSG00000000202",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.60847996249153,6.46544133211017
"ENSMUSG00000000204",7.70695816453019,6.66589254097376,7.71927059882289,7.41087702345926,7.28344405498635,7.402959991266,7.58051289510895
"ENSMUSG00000000214",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.81112485049478
"ENSMUSG00000000215",6.50133466600378,6.25358934370314,6.39805607755618,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314
"ENSMUSG00000000223",6.96249413474674,7.24720738916678,6.982750174355,7.36764111414415,7.02516471762256,7.47470431664237,7.29128686896129
"ENSMUSG00000000244",7.36277569201192,7.10644823257889,7.26488669276849,7.54870297231485,7.31319391620951,6.83072946131748,7.67917510683008
"ENSMUSG00000000247",6.25358934370314,6.50660816827628,6.25358934370314,6.82089629786355,6.25358934370314,6.63675509044148,6.46544133211017
"ENSMUSG00000000248",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.72562220123136
"ENSMUSG00000000253",7.86328615169265,8.25400756402485,8.06123501146326,8.11363973496961,8.01325943760865,7.71383794790385,7.70578585413756
"ENSMUSG00000000263",6.39674225251126,6.25358934370314,6.25358934370314,6.71777877075606,6.40378726330072,6.25358934370314,6.25358934370314
"ENSMUSG00000000266",7.5664439617144,8.18912453432593,7.80069772754609,7.47229561144065,7.87946588948953,7.7440405059457,7.83007868919546
"ENSMUSG00000000275",10.4768854037649,10.2215138929436,10.5700119640199,10.2256985160602,10.7031799456583,10.6331779194733,10.2884041618863
"ENSMUSG00000000276",8.80438637428766,8.68714727271261,8.81808938751321,8.14687044457607,8.90639420130492,8.5044999253602,8.73373600199244
"ENSMUSG00000000278",12.0071635234938,12.3778078121186,12.1013529049308,11.3142608763729,12.0706191169485,11.6147127324934,11.6008307408675
"ENSMUSG00000000282",10.6073952378189,9.77756736494985,10.4555589259498,9.59334314611757,10.54713767832,9.76452792372164,9.7417696181179
"ENSMUSG00000000290",10.6754509133284,10.2673968746031,10.7960400224057,9.76972365979648,10.4983051748329,8.73150264731344,10.0658411083302
"ENSMUSG00000000295",8.64829536646789,9.62552356531093,8.68309698066169,9.63771896457574,8.67001102768122,9.24751047060028,8.97142721903724
"ENSMUSG00000000296",7.48844057418516,7.69837307647605,7.62481621224761,9.04988221102117,7.59792905038578,7.73806517888517,7.87623804215595
"ENSMUSG00000000301",7.20743009499979,7.37672530451847,7.38090652996966,6.82089629786355,7.27330188689096,7.168241784483,6.98041475721478
"ENSMUSG00000000303",6.94844455999893,6.88607837372335,6.73075361176925,6.25358934370314,7.09178215568123,6.8977975181502,6.81112485049478
"ENSMUSG00000000305",8.05997406092193,8.23006429833452,7.98696199263386,6.65601948166147,8.12911788298624,6.39877713157691,7.25055305863231
"ENSMUSG00000000308",6.53954430701062,6.25358934370314,6.39805607755618,7.53013304748702,6.98197732792552,6.54359893440643,6.91823293800951
"ENSMUSG00000000317",8.76894354675738,8.197419425,9.02142034124528,7.93245741484882,9.14923494713158,8.84837943953368,8.45932692726509
"ENSMUSG00000000318",7.12318133917511,7.3415666477248,7.2158817585837,7.08258104418633,7.03898644871976,7.10067382667922,7.06412389513452
"ENSMUSG00000000320",6.70462523172187,6.69071861286598,7.89752108439411,6.9462100091526,7.03898644871976,6.73311555864815,6.95007117428641
"ENSMUSG00000000325",7.41183703044467,7.71710494033609,7.37248414688918,7.74935367163094,7.36070474196696,8.04643203534267,7.74453701079245
"ENSMUSG00000000326",10.2026510470883,10.3968342964576,10.267834016303,10.3167164759871,10.0835473498161,9.91409331295979,10.001999039181
"ENSMUSG00000000339",10.9103937074616,10.7776404775515,10.8065830625507,10.9396904897842,10.7861541637444,10.2605947054963,10.7131069253377
"ENSMUSG00000000340",9.0857820260903,9.69328080896736,9.05787063244806,9.60829018824296,9.11673074125441,9.61468764871684,9.19484099244911
"ENSMUSG00000000346",12.7999117629005,12.7563960524692,12.8363540518613,13.6786782304133,12.8057799077994,12.2696809226489,12.6946212890975
"ENSMUSG00000000355",9.11599618546769,9.26132864559109,9.15983706407965,9.72250704770848,9.38515653811116,9.09595814479158,9.290546448736
"ENSMUSG00000000359",7.84752429873717,8.13816946661399,8.02929777878694,7.80885730957383,7.98248914279202,8.58553821481794,7.55054645164865
"ENSMUSG00000000365",6.45595524919023,6.25358934370314,6.25358934370314,7.43178281698479,6.46590557075079,6.25358934370314,6.77022010371656
"ENSMUSG00000000374",10.2283006094284,10.1572907773316,10.3685459768412,9.71907357853455,10.2978188494083,10.1798337862682,10.072515031558
"ENSMUSG00000000378",9.31610915976731,9.11537669371134,9.24006866115435,9.42180389571342,8.93919150467652,9.5424726967815,9.26330263742456
"ENSMUSG00000000384",10.4024754039214,10.1352257638443,10.0683639021899,9.84718644818881,9.99926200472245,10.2018830559194,10.2319597640314
"ENSMUSG00000000385",6.50133466600378,6.39979454328653,6.39805607755618,6.25358934370314,6.5135056205549,6.50485042794502,6.72562220123136
"ENSMUSG00000000386",7.40383415842119,7.07006504595724,7.00967248627985,6.25358934370314,6.85038804115981,7.55590432074453,7.22944595980824
"ENSMUSG00000000392",9.01475516941176,10.3549744765577,9.6877757995515,9.41755540127703,9.79390587696905,9.45515107017342,8.75093923962478
"ENSMUSG00000000394",6.39674225251126,6.50660816827628,6.25358934370314,6.25358934370314,6.40378726330072,6.45882942311567,6.61987296443903
"ENSMUSG00000000399",10.7537071275328,10.8894162143644,10.6389951028743,11.0685425803538,10.802993025182,10.764958248426,10.3334907643173
"ENSMUSG00000000402",6.68165231706188,6.73644778903622,6.68555526507629,7.36764111414415,6.79224600531852,6.54359893440643,6.77022010371656
"ENSMUSG00000000409",6.74727672807687,6.66589254097376,6.84533309453586,6.98291624985148,6.67708297877763,6.84824800351702,6.81112485049478
"ENSMUSG00000000411",6.45595524919023,6.46026643284637,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.61987296443903
"ENSMUSG00000000416",6.63141111703176,6.66589254097376,6.87866762653854,7.45224806089671,7.09178215568123,6.92869142054695,7.00944450812452
"ENSMUSG00000000420",13.2502951170641,12.5211966798213,13.2207640676122,13.3259118914614,13.1701238911916,13.0304592270301,12.6736625986874
"ENSMUSG00000000435",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.40378726330072,6.25358934370314,6.46544133211017
"ENSMUSG00000000439",8.87261998667797,9.09864110827743,8.98621297820696,9.40901973625228,8.90894508033627,9.21352974418771,9.1141234597834
"ENSMUSG00000000440",7.11199324648957,7.69837307647605,7.57772504642053,7.17046945123783,7.42340377348085,7.55590432074453,6.91823293800951
"ENSMUSG00000000441",10.0891978810037,9.99404619196213,10.1310808668388,9.77634256527009,10.0132724947575,10.0398801468023,9.89300507686818
"ENSMUSG00000000486",7.6326044458941,7.50571998275057,7.83932003897512,7.17046945123783,7.77269516582003,7.77923932444696,7.58051289510895
"ENSMUSG00000000489",7.93905896231043,7.26690084820983,8.92701031259868,6.65601948166147,8.3979100493575,7.03940119919391,7.65189926762408
"ENSMUSG00000000530",8.49699171243907,8.57454010114128,9.14202674218426,8.57094662212163,8.97851205075129,7.87875039261661,7.67917510683008
"ENSMUSG00000000531",10.3625307562488,9.56194246211134,10.3752374746429,10.1259143646733,10.4051023446805,9.08970584754263,9.25542026061866
"ENSMUSG00000000532",10.3484081167047,8.87279512767448,10.6257414091142,8.23140086843293,10.666098285403,9.31309104613327,9.36558862221153
"ENSMUSG00000000538",9.6109539490841,9.57098766964821,9.68371691639243,9.98481672743772,9.70151826687885,9.87755274002024,9.52108198217417
"ENSMUSG00000000544",6.39674225251126,6.69071861286598,6.25358934370314,6.58252554987734,6.72664927132129,6.25358934370314,6.25358934370314
"ENSMUSG00000000552",9.56396730987506,9.55588000932893,9.66736418931126,10.1940259356806,9.53112332828444,9.44708502233457,9.64624001564098
"ENSMUSG00000000555",13.5668802232856,12.9876952865248,13.6864024326334,11.6412503370876,13.5055927599123,12.5442133535975,12.5624699247297
"ENSMUSG00000000560",6.45595524919023,6.50660816827628,6.39805607755618,8.34850251835991,6.62067275539817,6.79389836567758,7.310971578119
"ENSMUSG00000000561",9.90351283238535,9.54520773540914,9.88781675394857,9.80575199987763,9.92706771398309,9.68339669781702,9.99029195339785
"ENSMUSG00000000562",7.31982448201645,6.50660816827628,7.37248414688918,7.19773478021701,7.56080238966625,6.25358934370314,7.25055305863231
"ENSMUSG00000000563",12.4236713061179,12.3898774639419,12.392726306571,12.4386054603956,12.353401257106,11.8775744415924,12.4669831697976
"ENSMUSG00000000567",9.04234462381736,9.32895863822273,9.15786935708306,9.74967988398122,8.81670812522667,9.31309104613327,9.1009391388713
"ENSMUSG00000000568",12.0420591713508,11.7156364553375,11.8685077270667,12.0370343637349,12.0220449344415,12.2829543628944,11.8298308321265
"ENSMUSG00000000579",7.33724661640315,7.5500862109526,7.4991299134766,7.83748296798846,7.17619677658731,7.59763434923059,7.6379989957633
"ENSMUSG00000000581",10.6972197166671,10.9875571625552,10.6908196469458,12.485968333578,10.9304298714673,10.7897974051252,11.2543694909244
"ENSMUSG00000000594",10.3542401877336,10.5755039751712,10.4364962603308,10.3699819905409,10.2621483373535,9.56348459314298,10.1752643991906
"ENSMUSG00000000600",9.48965908502016,9.56948414802986,9.49097057707662,9.311537497164,9.69426794714539,9.55751300302975,9.69046165333204
"ENSMUSG00000000605",10.1306192132493,10.1552988793965,10.1310808668388,9.36995484539398,10.0791163734516,9.58271988770174,9.75569878152514
"ENSMUSG00000000606",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.81112485049478
"ENSMUSG00000000627",6.85678181109424,6.83472357334906,6.68555526507629,6.9462100091526,6.72664927132129,6.88174181021022,7.38572000278263
"ENSMUSG00000000628",10.9841086728777,9.63704384006485,11.2204069452491,10.3257327237018,11.2529862584611,9.3774409547626,9.89803043247286
"ENSMUSG00000000631",9.87473012871468,9.32717306855139,9.76404833622972,9.57823650592975,9.89461098710138,10.1817646640347,10.1896502735665
"ENSMUSG00000000632",6.50133466600378,6.46026643284637,6.25358934370314,7.70255898994185,6.62067275539817,6.25358934370314,6.77022010371656
"ENSMUSG00000000673",6.50133466600378,6.39979454328653,6.57608986893964,7.08258104418633,6.46590557075079,6.39877713157691,7.00944450812452
"ENSMUSG00000000682",9.34515495226562,8.94287134566009,8.85045645885991,10.0018272175897,8.75250979678771,7.84106618582761,9.69046165333204
"ENSMUSG00000000686",6.80488528615788,6.85236000221186,7.03558842693857,6.25358934370314,6.91966666865138,6.86523778348077,6.84909903803206
"ENSMUSG00000000690",8.91935451981737,9.07956914664689,8.76412238592814,8.49812671949971,8.9565326274195,6.73311555864815,8.35611200793994
"ENSMUSG00000000693",10.9663025450408,11.8796256980804,10.9771071080117,10.0759609230154,10.9780465754999,12.6973945352214,10.5430243458263
"ENSMUSG00000000706",6.63141111703176,7.36805920752455,6.79124348270649,6.25358934370314,6.70257254751631,7.45920944147819,6.67616190923844
"ENSMUSG00000000708",9.15722169755388,10.0106851982276,9.34034758226368,10.9352881461796,9.41381338358826,9.85103981725944,9.90553537781965
"ENSMUSG00000000711",11.0649157124846,11.1790359795893,11.2199434159638,11.0618285195624,11.1965492357495,10.8382239537054,10.5382225127266
"ENSMUSG00000000724",6.25358934370314,6.39979454328653,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.46544133211017
"ENSMUSG00000000730",7.02863791203318,6.77807227758141,6.92539530463298,6.25358934370314,6.64990784310444,6.54359893440643,7.03730719236534
"ENSMUSG00000000731",6.25358934370314,6.25358934370314,6.25358934370314,6.90728138260199,6.25358934370314,6.25358934370314,6.61987296443903
"ENSMUSG00000000732",8.3508779044546,7.95633439227982,8.32053453490925,7.45224806089671,8.17436272148402,7.12385039879243,7.95288113029671
"ENSMUSG00000000738",10.8463335923846,10.7088618642219,10.7747190679638,9.60829018824296,10.7259674720325,10.6076019297485,10.2099537543437
"ENSMUSG00000000739",6.88890537752868,7.33256413459213,7.08477640751313,6.25358934370314,6.95157103807902,6.73311555864815,7.06412389513452
"ENSMUSG00000000740",8.60554901971913,8.31950432699878,8.72691401526056,8.74770828460881,8.58859098129171,8.7096275837625,8.81765061964131
"ENSMUSG00000000743",11.3185153820829,11.1882881448503,11.336127947863,11.4188025372721,11.251025801161,10.8339440016041,10.8791470830616
"ENSMUSG00000000751",11.0598370898149,11.4523136382455,10.9471615463415,10.9701353059018,10.9649438069295,11.6505747932683,10.568366276195
"ENSMUSG00000000753",12.4071880194468,13.0602338067227,12.5966368815526,12.3012835438212,12.4494213672021,12.4770967643624,11.667444829069
"ENSMUSG00000000759",10.1441637818572,10.3427864579668,10.1221458131595,9.91167094328369,10.23455104669,10.4021904007783,9.80741810678415
"ENSMUSG00000000766",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.5535801123564,6.25358934370314,6.25358934370314
"ENSMUSG00000000776",9.64006222927252,8.97546323046797,9.43555114387935,9.19184876625669,9.45745319870383,9.21352974418771,9.48798038310646
"ENSMUSG00000000782",8.79937933352636,9.162398489107,8.45609601320404,9.81542148712636,8.27263942008402,8.63888594056995,8.48738119579906
"ENSMUSG00000000787",14.383249067764,14.1353265217411,14.393056941578,14.101353340571,14.4826448326878,14.1611817500263,13.9282796006213
