"gene_id","T1728C_MKRN260030439-1A_23M5KWLT4_L1_T1728C_MKRN260030439-1A_23M5KWLT4_L1","T1729C_MKRN260030440-1A_23M5KWLT4_L1_T1729C_MKRN260030440-1A_23M5KWLT4_L1","T1730I_MKRN260030443-1A_23M5KWLT4_L3_T1730I_MKRN260030443-1A_23M5KWLT4_L3","T1739I_MKRN260030444-1A_23M5KWLT4_L3_T1739I_MKRN260030444-1A_23M5KWLT4_L3","T1740C_MKRN260030441-1A_23M5KWLT4_L1_T1740C_MKRN260030441-1A_23M5KWLT4_L1","T1742C_MKRN260030442-1A_23M5KWLT4_L3_T1742C_MKRN260030442-1A_23M5KWLT4_L3","T1743I_MKRN260030445-1A_23M5KWLT4_L3_T1743I_MKRN260030445-1A_23M5KWLT4_L3","T1760I_MKRN260030446-1A_23M5KWLT4_L3_T1760I_MKRN260030446-1A_23M5KWLT4_L3"
"ENSMUSG00000000001",6056.27123229353,6370.02499383655,6618.38428234685,8077.90995422397,6220.19882311719,6437.92698629089,7083.00773443499,6547.31954766679
"ENSMUSG00000000028",1045.65564350237,1028.72191306165,989.473752314423,939.016696409791,1195.41543412718,964.828497866837,937.149280870312,1005.9279835591
"ENSMUSG00000000031",242.819615959755,444.586774601428,155.042677185285,303.32498097086,281.084169646121,2583.67505409881,123.419213328903,165.414673555453
"ENSMUSG00000000037",70.0020514478573,75.141426693199,65.6778007520999,64.5372299938001,68.6556161491963,76.9433009841339,60.6636811277657,58.9289774541303
"ENSMUSG00000000049",2.18756410774554,0,3.23005577469344,0,0,3.03723556516318,1.04592553668562,1.03384170972158
"ENSMUSG00000000056",799.554681380996,710.265390409524,846.27461296968,858.345158917541,871.52246852921,1166.29845702266,790.719705734326,1030.74018459242
"ENSMUSG00000000058",3432.28808505276,3078.11487203926,3205.29201375412,3409.71698467244,3327.7781004081,2947.13091006334,3143.00623774028,3773.52224048378
"ENSMUSG00000000078",5827.67078303412,6800.29911573451,6313.68235426744,7668.09854376334,5049.82249605618,6245.56873383056,6664.63751976075,7714.52683794246
"ENSMUSG00000000085",627.830898922971,518.83366050066,536.18925859911,447.458127957014,597.707717063592,596.310582627038,538.651651393092,492.108653827474
"ENSMUSG00000000088",1377.07160582582,1365.06925159312,1275.87203100391,1122.94780189212,1365.03519167226,1732.23668399807,1312.63654854045,1217.86553405203
"ENSMUSG00000000093",82.0336540404578,42.0434173164328,34.4539282633966,46.2516814955567,79.1558868543675,71.881241708862,25.1022128804548,26.8798844527612
"ENSMUSG00000000094",0,2.68362238189997,0,0,0.807713131167016,7.08688298538076,0,3.10152512916475
"ENSMUSG00000000120",19.6880769697099,19.6798974672664,16.1502788734672,8.60496399917334,12.9234100986722,7.08688298538076,4.18370214674246,10.3384170972158
"ENSMUSG00000000126",530.484296128294,468.739376038527,461.897975781161,416.26513346001,576.707175653249,577.074757381005,540.743502466463,686.470895255132
"ENSMUSG00000000127",1174.72192585936,1143.22313468939,1306.01921823438,1437.02898786195,1239.83965634137,1201.73287194957,1324.14172944399,1297.47134570059
"ENSMUSG00000000131",1441.60474700431,1391.90547541212,1575.19053279217,1561.80096584996,1457.92220175646,1418.38900893121,1463.24982582318,1350.19727289639
"ENSMUSG00000000134",1500.66897791344,1603.91164358221,1560.11693917693,1624.18695484397,1579.88688456268,1340.43329609202,1453.83649599301,1349.16343118667
"ENSMUSG00000000142",121.409807979878,160.122802120031,115.205322630733,78.5202964924567,103.387280789378,123.514246316636,119.23551118216,56.8612940346871
"ENSMUSG00000000148",404.699359932925,399.859734903095,430.674103292458,465.743676455257,399.817999927673,460.647394049749,348.29320371631,422.841259276128
"ENSMUSG00000000149",2604.29507027107,2482.35070325747,3051.32602182707,2580.41357925211,2419.90854097638,2457.12357221701,2289.53099980481,2161.76301502783
"ENSMUSG00000000154",7.6564743771094,0,0,2.15124099979334,1.61542626233403,4.04964742021758,2.09185107337123,1.03384170972158
"ENSMUSG00000000159",2.18756410774554,0.894540793966655,2.15337051646229,2.15124099979334,3.23085252466806,1.01241185505439,0,3.10152512916475
"ENSMUSG00000000167",21.8756410774554,19.6798974672664,11.8435378405426,11.8318254988633,10.5002707051712,15.1861778258159,11.5051809035418,14.4737839361022
"ENSMUSG00000000168",1707.3937860954,1608.38434755205,1736.69332152684,2134.03107179499,1748.69892897659,2148.33795642542,2030.14146670678,2257.91029403194
"ENSMUSG00000000171",1849.58545309886,2106.64356979147,2105.99636510012,2054.43515480264,1953.85806429301,2296.15008726337,2252.92360602082,2475.01705307347
"ENSMUSG00000000182",0,0,0,0,0.807713131167016,1.01241185505439,0,0
"ENSMUSG00000000183",0,0,0,0,0,20.2482371010879,0,0
"ENSMUSG00000000184",3107.43481505254,3752.59863069012,3534.75770277285,3363.46530317688,2339.94494099084,2386.25474236321,2489.30277731177,1848.50897698219
"ENSMUSG00000000194",2056.31026128081,2295.39167731844,2317.02667571342,2456.71722176399,2062.89933700056,2269.82737903195,2124.27476500849,2190.71058290004
"ENSMUSG00000000197",52.501538585893,66.1960187535325,53.8342629115573,76.3690554926634,34.7316646401817,60.7447113032636,36.6073937839966,33.0829347110907
"ENSMUSG00000000202",0,2.68362238189997,1.07668525823115,0,0,1.01241185505439,1.04592553668562,3.10152512916475
"ENSMUSG00000000204",137.816538787969,203.955301024397,191.649975965144,136.603803486877,100.15642826471,123.514246316636,119.23551118216,92.011912165221
"ENSMUSG00000000216",0,0,0,0,0,0,0,2.06768341944317
"ENSMUSG00000000223",10.9378205387277,22.3635198491664,13.9969083570049,4.30248199958667,15.3465494921733,17.2110015359247,12.5511064402274,10.3384170972158
"ENSMUSG00000000244",246.100962121373,247.787799928763,220.720477937385,116.16701398884,151.042355528232,123.514246316636,129.694766549016,136.467105683249
"ENSMUSG00000000247",0,1.78908158793331,5.38342629115573,0,0,0,0,0
"ENSMUSG00000000248",1.09378205387277,18.7853566732998,1.07668525823115,0,2.42313939350105,0,2.09185107337123,2.06768341944317
"ENSMUSG00000000253",96.2528207408038,110.028517657899,95.8249879825719,112.94015248915,113.887551494549,441.411568803716,134.924394232444,110.621062940209
"ENSMUSG00000000266",239.538269798137,245.99871834083,273.478055590711,203.29227448047,334.393236303144,234.879550372619,206.047330727066,273.96805307622
"ENSMUSG00000000275",1680.04923474858,2341.9077986047,1906.80959232736,1514.47366385451,1249.53221391537,1379.91735843914,1448.60686830958,1644.84216016704
"ENSMUSG00000000276",316.103013569231,301.460247566763,301.471872304721,305.476221970654,302.084711056464,264.239494169197,297.042852418715,224.343651009584
"ENSMUSG00000000278",4266.84379215768,4663.24115894817,4822.4732716173,5030.67707801671,3768.78947002529,3816.79269355506,4260.05471092051,4386.59037434868
"ENSMUSG00000000282",978.93493821613,948.213241604655,1239.26473222405,1274.61029237755,1012.87226648344,998.238089083632,1105.5432922767,1157.90271488817
"ENSMUSG00000000290",3063.68353289763,3617.52297080115,3017.9487788219,1253.09788237962,1349.68864218008,1385.99182956947,1299.03951656354,1447.37839361022
"ENSMUSG00000000295",325.947052054086,323.823767415929,230.410645261465,320.534908969207,310.969555499301,339.157971443222,360.844310156538,422.841259276128
"ENSMUSG00000000296",82.0336540404578,105.555813688065,77.5213385926425,118.318254988633,149.426929265898,144.774895272778,135.97031976913,133.365580554084
"ENSMUSG00000000301",51.4077565320202,44.7270396983328,58.1410039444818,81.7471579921467,69.4633292803633,70.8688298538076,73.2147875679931,57.8951357444087
"ENSMUSG00000000303",143.285449057333,129.708415125165,146.429195119436,92.5033629911134,64.6170504933612,94.1543025200586,151.659202819414,179.888457491556
"ENSMUSG00000000305",0,0.894540793966655,1.07668525823115,1.07562049989667,0,61.757123158318,0,1.03384170972158
"ENSMUSG00000000308",0,0.894540793966655,0,1.07562049989667,0.807713131167016,0,0,11.3722588069374
"ENSMUSG00000000317",319.384359730849,266.573156602063,315.468780661726,317.308047469517,357.009203975821,349.282089993766,503.090183145781,443.51809347056
"ENSMUSG00000000318",115.940897710514,119.868466391532,128.125545729506,38.72233799628,40.3856565583508,123.514246316636,51.2503512975952,82.7073367777267
"ENSMUSG00000000320",16.4067308080916,25.941683025033,22.6103904228541,24.7392714976234,35.5393777713487,32.3971793617406,33.4696171739397,37.218301549977
"ENSMUSG00000000325",26.2507692929465,25.941683025033,36.6072987798589,30.1173739971067,37.9625171648497,71.881241708862,33.4696171739397,31.0152512916475
"ENSMUSG00000000326",1396.75968279553,1229.09905091018,1314.63270030023,1459.61701835978,1646.11936131838,1548.99013823322,1351.33579339782,1373.97563221999
"ENSMUSG00000000339",1286.28769535438,1300.66231442752,1348.00994330539,1866.20156732072,1381.99716742676,1525.70466556697,1605.49569881242,1488.73206199908
"ENSMUSG00000000340",607.049039899388,609.182280691292,492.045163011633,537.810249948334,651.824496851782,567.963050685515,597.223481447487,551.037631281604
"ENSMUSG00000000346",7938.67014700857,7932.7877608963,7253.62858470323,7130.28829381501,7927.70438240426,6919.83502929678,6888.46558461147,8714.25177124323
"ENSMUSG00000000355",952.684168923184,1014.40926035819,807.513943673359,833.605887419917,716.441547345143,869.661783491724,758.296014097072,880.83313668279
"ENSMUSG00000000359",143.285449057333,196.798974672664,213.183681129767,153.813731485223,118.733830281551,199.445135445716,119.23551118216,83.7411784874483
"ENSMUSG00000000365",2.18756410774554,5.36724476379993,3.23005577469344,7.52934349927667,0,3.03723556516318,5.22962768342808,1.03384170972158
"ENSMUSG00000000374",1122.22038727346,1083.28890149362,1042.23132996775,1230.50985188179,1324.64953511391,1087.33033232842,1134.82920730389,1256.11767731172
"ENSMUSG00000000378",1587.07776016939,1463.46873892945,1438.45150499681,1545.66665835151,1423.99825024745,1569.23837533431,1380.62170842501,1410.16009206024
"ENSMUSG00000000384",1164.8778873745,952.685945574488,1100.37233391223,1344.52562487083,1238.22423007903,1277.66376107865,1216.41139916537,1236.47468482701
"ENSMUSG00000000385",0,0,0,0,0.807713131167016,0,0,11.3722588069374
"ENSMUSG00000000386",337.978654646686,648.542075625825,334.849115309886,141.98190598636,138.11894542956,167.047956083975,145.383649599301,176.786932362391
"ENSMUSG00000000392",2853.67737855406,2596.8519248852,2698.17325712725,2244.81998328435,2718.76239950817,2957.25502861388,1736.23639089812,2042.87121840985
"ENSMUSG00000000394",0,0,0,0,8.07713131167016,7.08688298538076,4.18370214674246,16.5414673555453
"ENSMUSG00000000399",2255.37859508565,2661.2588620508,2863.98278689485,3203.19784869228,2150.94006829776,3031.16109403286,2842.8256087115,2948.51655612596
"ENSMUSG00000000402",0,0.894540793966655,0,0,0.807713131167016,75.9308891290795,0,0
"ENSMUSG00000000409",347.822693131541,398.965194109128,389.760063479675,41.94919949597,67.8479030180293,76.9433009841339,78.4444152514212,153.008573038794
"ENSMUSG00000000411",0,0,0,0,0,2.02482371010879,0,0
