"gene_id","T1728C_MKRN260030439-1A_23M5KWLT4_L1_T1728C_MKRN260030439-1A_23M5KWLT4_L1","T1729C_MKRN260030440-1A_23M5KWLT4_L1_T1729C_MKRN260030440-1A_23M5KWLT4_L1","T1730I_MKRN260030443-1A_23M5KWLT4_L3_T1730I_MKRN260030443-1A_23M5KWLT4_L3","T1739I_MKRN260030444-1A_23M5KWLT4_L3_T1739I_MKRN260030444-1A_23M5KWLT4_L3","T1740C_MKRN260030441-1A_23M5KWLT4_L1_T1740C_MKRN260030441-1A_23M5KWLT4_L1","T1742C_MKRN260030442-1A_23M5KWLT4_L3_T1742C_MKRN260030442-1A_23M5KWLT4_L3","T1743I_MKRN260030445-1A_23M5KWLT4_L3_T1743I_MKRN260030445-1A_23M5KWLT4_L3","T1760I_MKRN260030446-1A_23M5KWLT4_L3_T1760I_MKRN260030446-1A_23M5KWLT4_L3"
"ENSMUSG00000000001",12.6077925544558,12.6785606427242,12.7322158879673,13.0126213096222,12.6451997748413,12.6934295022305,12.8275281439363,12.7170659421573
"ENSMUSG00000000028",10.2593240155145,10.2391323203568,10.1912030181224,10.1271164992055,10.4264586197126,10.160260884926,10.1246883743907,10.2114933077154
"ENSMUSG00000000031",8.67426565612109,9.27039183475077,8.29609737242791,8.88235103826753,8.80962175436351,11.4344420406522,8.12512300032773,8.34723848330505
"ENSMUSG00000000037",7.75983201282523,7.80101382759778,7.72380371738336,7.7140746544267,7.74875512722514,7.81506222986396,7.68027746544211,7.66474282117948
"ENSMUSG00000000049",6.76828545340302,6.54790402080898,6.81557362910358,6.54790402080898,6.54790402080898,6.80748349900684,6.70036724061647,6.69948477408582
"ENSMUSG00000000056",9.93329482355153,9.79365603564348,10.0012159283364,10.0182477663564,10.036610869215,10.3954589128037,9.92007636809203,10.2415539620536
"ENSMUSG00000000058",11.8205773296039,11.6717898050174,11.7270016132246,11.8115401901516,11.7782482390507,11.6126225734461,11.7002256362827,11.9507168309271
"ENSMUSG00000000078",12.553952218586,12.7702874595381,12.6661055420385,12.9392329717764,12.3540513115707,12.6509032898857,12.7419915715979,12.9477373122251
"ENSMUSG00000000085",9.65118470828635,9.43741497052639,9.47372068147487,9.27724043100422,9.59529646185759,9.59264947262824,9.47879588563944,9.37958755950335
"ENSMUSG00000000088",10.6060216413618,10.5948279257593,10.5087795539028,10.348021956505,10.5947960357578,10.9029746522553,10.5448749330426,10.449909609769
"ENSMUSG00000000093",7.85373682607586,7.49774338282045,7.41045922128713,7.5424278944481,7.83205182654781,7.77508750327953,7.2870550172653,7.31220359785541
"ENSMUSG00000000094",6.54790402080898,6.79194335276123,6.54790402080898,6.54790402080898,6.68189922735846,6.94371079420858,6.54790402080898,6.81020892442019
"ENSMUSG00000000120",7.20402229015791,7.20388828341351,7.14306109281842,6.98375794325479,7.08103878783059,6.94371079420858,6.85240684473489,7.02528410659547
"ENSMUSG00000000126",9.46189074650975,9.32696662829248,9.31117532231823,9.20094913610024,9.55497164003614,9.55568754678231,9.48309290167306,9.75399051682431
"ENSMUSG00000000127",10.4044963892808,10.3704047101335,10.5384448623006,10.6606660065667,10.4724968426822,10.4330966943874,10.5559862279774,10.5300958925852
"ENSMUSG00000000131",10.66475194279,10.6197363174749,10.7791774322666,10.7681113916636,10.679228545928,10.6438999386906,10.6839236465894,10.5808354439397
"ENSMUSG00000000134",10.7164738897393,10.8026304211194,10.7667135353223,10.8189589182382,10.7830386802593,10.5715739736103,10.6756174679165,10.5798576399671
"ENSMUSG00000000142",8.11336608484778,8.3214148470906,8.07628214998402,7.82720019491802,8.00208557093473,8.1256760672545,8.10050715489753,7.6458830695811
"ENSMUSG00000000148",9.17154858320805,9.15905626172466,9.23671705693872,9.3200741549185,9.15894803525949,9.30826912079787,9.01831475113193,9.21738895104657
"ENSMUSG00000000149",11.4451629545497,11.3805682592599,11.6598850437921,11.4327389723113,11.3463348183807,11.3668355690176,11.272117722968,11.1954712025254
"ENSMUSG00000000154",6.9592065822319,6.54790402080898,6.54790402080898,6.76645166815502,6.73733387197245,6.84750640927103,6.76341947705239,6.69948477408582
"ENSMUSG00000000159",6.76828545340302,6.68891210158277,6.76655960523461,6.76645166815502,6.81560654538608,6.69790696505186,6.54790402080898,6.81020892442019
"ENSMUSG00000000167",7.23886619416489,7.20388828341351,7.05851844974801,7.05826850999055,7.02897243531791,7.12526409831256,7.0512458950393,7.11173307747467
"ENSMUSG00000000168",10.8840883966812,10.8062484715127,10.9063365857727,11.1782815506609,10.9153542314163,11.1871753316139,11.1119943774726,11.2535257252834
