"gene_id","T1579KO_MKRN260030400-1A_23M5KWLT4_L1","T2054WT_MKRN260030401-1A_23M5KWLT4_L2","T2055KO_MKRN260030402-1A_23M5KWLT4_L1","T2498WT_MKRN260030403-1A_23M5KWLT4_L1","T2675KO_MKRN260030405-1A_23M5KWLT4_L1","T2785WT_MKRN260030406-1A_23M5KWLT4_L3","T2552WT_MKRN260030404-1A_23M5KWLT4_LX"
"ENSMUSG00000000001",8720.59465123861,7734.48116800958,9287.36409408334,7114.66207328239,9259.82116732666,5887.77770067761,6942.28773587475
"ENSMUSG00000000003",0,0,0,0,0,0,3.29643292301745
"ENSMUSG00000000028",651.093625999882,409.389491959136,574.286674133276,318.685871143668,605.898730176376,598.599755723692,418.646981223216
"ENSMUSG00000000031",9841.58841147628,10284.9306466516,12700.9240851315,1989.79490795328,15048.9683242304,12951.873525975,3138.20414271261
"ENSMUSG00000000037",12.7812836512679,2.35281317217894,13.0171646136876,55.7700274501419,11.588227079876,0.773384697317432,57.6875761528054
"ENSMUSG00000000049",0,0.784271057392982,2.29714669653311,0,1.65546101141086,7.73384697317432,0
"ENSMUSG00000000056",251.866471951456,563.106619208161,391.280653976139,386.406618761698,288.877946491196,409.120504880921,327.995075840236
"ENSMUSG00000000058",1287.15044770416,1827.35156372565,1716.73429787574,6086.90013884406,1816.04072951772,1658.91017574589,1305.38743751491
"ENSMUSG00000000078",7346.9825788347,6747.86817780921,9080.62089139537,4531.31473032403,8000.01533764299,3230.42788069491,5620.41813374476
"ENSMUSG00000000085",500.725583043789,380.371462835596,502.309410975239,474.045233326206,496.638303423259,463.257433693142,595.00614260465
"ENSMUSG00000000088",1220.98850880347,1282.28317883752,1136.32189921838,1320.55457855157,1013.96986948915,1107.48688655856,1043.32102013502
"ENSMUSG00000000093",32.32912923556,99.6024242889087,32.1600537514635,55.7700274501419,47.1806388252096,251.350026628165,74.1697407678927
"ENSMUSG00000000094",0,7.05843951653683,1.53143113102207,0,0,5.41369288122202,0
"ENSMUSG00000000120",8.27024236258511,14.1168790330737,0.765715565511035,3.98357338929585,1.65546101141086,3.09353878926973,3.29643292301745
"ENSMUSG00000000125",0,0,0.765715565511035,1.99178669464793,0.827730505705431,0,16.4821646150873
"ENSMUSG00000000126",20.2996857990725,130.188995527235,22.20575139982,131.457921846763,14.8991491026978,119.101243386885,39.5571950762094
"ENSMUSG00000000127",424.037881136182,465.072737034038,468.617926092754,460.102726463671,389.033337681553,493.419436888522,631.266904757842
"ENSMUSG00000000131",2092.37131773403,1683.04568916534,1917.35177603963,1677.08439689355,1973.30952560175,1847.61604189135,1783.37021135244
"ENSMUSG00000000134",1622.47118349624,974.848924339476,1517.64825084287,4308.23462052346,1686.08704012196,896.352864190904,1209.7908827474
"ENSMUSG00000000142",136.834919090045,224.301522414393,167.691708846917,476.037020020854,188.722555300838,95.1263177700441,496.113154914126
"ENSMUSG00000000148",172.923249399507,234.497046160501,137.063086226475,137.433281930707,167.201562152497,364.26419243651,214.268139996134
"ENSMUSG00000000149",2160.03693706427,1356.00465823247,2281.83238522288,1463.96322056623,2022.14562543837,1238.96228510253,1597.12175120196
"ENSMUSG00000000154",7.51840214780465,9.41125268871578,6.89144008959932,0,15.7268796084032,9.28061636780918,16.4821646150873
"ENSMUSG00000000157",5.26288150346325,2.35281317217894,6.12572452408828,0,4.96638303423259,2.3201540919523,9.88929876905235
"ENSMUSG00000000159",87.2134649145339,131.757537642021,80.4001343786587,0,25.6596456768684,10.0540010651266,49.4464938452618
"ENSMUSG00000000167",10.5257630069265,16.4696922052526,12.2514490481766,57.7618141447898,10.7604965741706,41.7627736551413,19.7785975381047
"ENSMUSG00000000168",1482.62890354708,1922.2483616702,1495.44249944305,1746.79693120623,1479.98214420131,1928.82143510968,1209.7908827474
"ENSMUSG00000000171",2337.47122775246,2810.04319863905,2344.62106159479,4844.02524138376,2223.28413832479,2469.41733853456,3144.79700855865
"ENSMUSG00000000182",3.75920107390232,0,3.82857782755518,111.540054900284,9.93276606846518,0,8.24108230754363
"ENSMUSG00000000184",3960.69425146349,2647.69908975871,3638.68036730844,3909.87728159388,3779.417489051,1711.50033516348,2576.16232933814
"ENSMUSG00000000194",1539.01691965561,1605.40285448343,1581.9683583458,408.316272402825,1438.59561891604,1472.52446369239,1288.90527289982
"ENSMUSG00000000197",4.51104128868279,5.48989740175087,5.36000895857725,17.9260802518313,8.27730505705431,53.3635441149028,29.6678963071571
"ENSMUSG00000000202",0,0,0,0,0,4.64030818390459,1.64821646150873
"ENSMUSG00000000204",84.206104055412,6.27416845914385,85.7601433372359,51.7864540608461,40.5587947795661,51.0433900229505,69.2250913833665
"ENSMUSG00000000214",0,0,0,0,0,0,11.5375152305611
"ENSMUSG00000000215",2.25552064434139,0,0.765715565511035,0,0,0,0
"ENSMUSG00000000223",18.7960053695116,37.6450107548631,19.9086047032869,47.8028806715502,22.3487236540466,58.0038522988074,41.2054115377181
"ENSMUSG00000000244",47.3659335311693,27.4494870087544,39.0514938410628,65.7289609233815,43.0419862966824,12.3741551570789,80.7626066139276
"ENSMUSG00000000247",0,2.35281317217894,0,11.9507201678876,0,5.41369288122202,1.64821646150873
"ENSMUSG00000000248",0,0,0,0,0,0,8.24108230754363
"ENSMUSG00000000253",105.257630069265,171.755361569063,136.297370660964,145.400428709299,128.298228384342,85.0723167049175,84.059039536945
"ENSMUSG00000000263",0.751840214780465,0,0,7.9671467785917,0.827730505705431,0,0
"ENSMUSG00000000266",67.6656193302418,159.207024650775,96.4801612543904,57.7618141447898,107.604965741706,88.9392401915047,100.541204152032
"ENSMUSG00000000275",1276.62468469723,1046.21759056224,1371.39657783026,1049.67158807946,1518.05774746376,1439.26892170774,1102.65681274934
"ENSMUSG00000000276",307.50264784521,273.710599030151,311.646235162991,151.375788793242,339.369507339227,226.601716314008,286.789664302518
"ENSMUSG00000000278",3965.20529275217,5170.69908139193,4242.82994849665,2396.11939366145,4150.24075560703,2985.26493164529,2955.25211548515
